id,name,country_code,description,homepage_url,grants_count,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,institution_role,funder_role,publisher_role,updated_date,created_date
F4320328858,Nadační Fond Martiny Roeselové,CZ,,,0,2,11,5.0,1,1,,F4320328858,,2023-06-09,2023-02-13
F4320333202,"College of Behavioral and Social Sciences, Coppin State University",US,,,1,3,11,2.0,1,1,,F4320333202,,2023-06-09,2023-02-13
F4320334530,"School for Marine Science and Technology, University of Massachusetts Dartmouth",US,,,0,1,11,5.0,1,1,,F4320334530,,2023-06-09,2023-02-13
F4320337767,URBACT,,,,0,2,11,0,2,0,,F4320337767,,2023-06-09,2023-02-13
F4320312198,Dr. M Aylwin Cotton Foundation,GB,foundation in United Kingdom,,0,1,10,0,1,1,,F4320312198,,2023-06-09,2023-02-13
F4320313563,Puget Sound Anglers,US,,,0,1,10,0,1,1,,F4320313563,,2023-06-09,2023-02-13
F4320315832,Social Science History Association,US,,http://ssha.org,0,1,10,0,1,1,,F4320315832,,2023-06-09,2023-02-13
F4320325198,A.J. Coops Stichting,NL,foundation in Netherlands,,1,1,10,0,1,1,,F4320325198,,2023-06-09,2023-02-13
F4320325849,Nanodiagnostics,IT,,,1,1,10,0,1,1,,F4320325849,,2023-06-09,2023-02-13
F4320334157,South Carolina Peanut Board,US,,,2,3,10,2.3333333333333335,2,0,,F4320334157,,2023-06-09,2023-02-13
F4320338157,Second Health Programme,,,,2,2,10,0,2,0,,F4320338157,,2023-06-09,2023-02-13
F4320338355,U.S. Army Engineer Institute for Water Resources,US,,,0,3,10,0,1,1,,F4320338355,,2023-06-09,2023-02-13
F4320312833,Vermont Agency of Agriculture Food and Markets,US,agriculture ministry (state agency) of Vermont (USA state),https://agriculture.vermont.gov,1,2,9,2.0,2,0,,F4320312833,,2023-06-09,2023-02-13
F4320313052,Palm Healthcare Foundation,US,foundation in United States of America,,1,1,9,0,1,0,,F4320313052,,2023-06-09,2023-02-13
F4320313509,Ty Cobb Educational Foundation,US,,,0,1,9,6.0,1,0,,F4320313509,,2023-06-09,2023-02-13
F4320315504,Hutton Parker Foundation,US,,,1,1,9,5.0,1,0,,F4320315504,,2023-06-09,2023-02-13
F4320316937,Crowley Family Foundation,US,,,0,1,9,3.0,1,0,,F4320316937,,2023-06-09,2023-02-13
F4320323290,Fundacja Badań i Rozwoju Nauki,PL,foundation in Poland,https://fundacjabirn.pl,1,1,9,0,1,0,,F4320323290,,2023-06-09,2023-02-13
F4320325976,Dr Åke Olssons Stiftelse För Utbildning,SE,,,0,3,9,1.5,2,0,,F4320325976,,2023-06-09,2023-02-13
F4320326436,Bytes Universal Systems,ZA,,,0,2,9,0,1,0,,F4320326436,,2023-06-09,2023-02-13
F4320328440,Asociación Española de Laboratorios de Medicamentos Huérfanos y Ultra huérfanos,ES,,,0,1,9,6.0,1,0,,F4320328440,,2023-06-09,2023-02-13
F4320333279,Lowell Institute for Mineral Resources,US,academic institution in United States of America,,0,1,9,0,1,0,,F4320333279,,2023-06-09,2023-02-13
F4320338183,"Hwa Mei Hospital, University of Chinese Academy of Sciences",CN,hospital in China,http://www.nbdeyy.com,8,3,9,2.0,2,0,,F4320338183,,2023-06-09,2023-02-13
F4320306701,Fund for Social Change,US,,,0,1,8,0,1,0,,F4320306701,,2023-06-09,2023-02-13
F4320307263,Foundation for Advancement of Chiropractic Education,US,,,2,2,8,0,1,0,,F4320307263,,2023-06-09,2023-02-13
F4320309119,Acceptys,US,,,1,1,8,0,1,0,,F4320309119,,2023-06-09,2023-02-13
F4320312605,New Zealand Association for Research in Education,NZ,New Zealand organization interested in educational research,https://www.nzare.org.nz,1,2,8,0,1,0,,F4320312605,,2023-06-09,2023-02-13
F4320313048,Whitfield Healthcare Foundation,US,foundation in United States of America,,1,1,8,0,1,0,,F4320313048,,2023-06-09,2023-02-13
F4320313126,Hemophilia Foundation of Minnesota/Dakotas,US,foundation in United States of America,,0,2,8,0,1,0,,F4320313126,,2023-06-09,2023-02-13
F4320317177,Institut d'Economia de Barcelona,ES,,,0,2,8,0,1,0,,F4320317177,,2023-06-09,2023-02-13
F4320325621,Bürger für Leukämie- und Tumorerkrankte,DE,business enterprise in Germany,,0,1,8,0,1,0,,F4320325621,,2023-06-09,2023-02-13
F4320329100,Orient Europharma,TW,,,0,1,8,7.0,1,0,,F4320329100,,2023-06-09,2023-02-13
F4320331361,University of Piraeus Research Centre,GR,,,0,8,8,0,2,0,,F4320331361,,2023-06-09,2023-02-13
F4320331694,Aptitude Health,NL,,,0,1,8,7.0,1,0,,F4320331694,,2023-06-09,2023-02-13
F4320333189,"College of Education, University of Central Arkansas",US,,,3,4,8,1.0,2,0,,F4320333189,,2023-06-09,2023-02-13
F4320333216,"College of Arts, Education, and Sciences, University of Louisiana Monroe",US,academic institution in United States of America,,1,2,8,0,1,0,,F4320333216,,2023-06-09,2023-02-13
F4320333997,Mundipharma EDO,GB,,,0,1,8,1.0,1,0,,F4320333997,,2023-06-09,2023-02-13
F4320336330,Key Laboratory of Luminescence and Optical Information,CN,,,0,1,8,3.0,1,0,,F4320336330,,2023-06-09,2023-02-13
F4320312665,Gordon Darling Foundation,AU,foundation in Australia,,0,2,7,0,1,0,,F4320312665,,2023-06-09,2023-02-13
F4320313605,South-East Scotland School of Anaesthesia,GB,,,0,2,7,2.0,1,0,,F4320313605,,2023-06-09,2023-02-13
F4320313777,Foundation For Seacoast Health,US,,,0,1,7,0,1,0,,F4320313777,,2023-06-09,2023-02-13
F4320316058,Health and Social Care Board,IE,Governing body for Health and Social Care in Northern Ireland,,0,1,7,0,1,0,,F4320316058,,2023-06-09,2023-02-13
F4320316168,Liverpool Women's NHS Foundation Trust,GB,"health provider in Liverpool, UK",https://www.liverpoolwomens.nhs.uk,2,2,7,2.0,1,0,,F4320316168,,2023-06-09,2023-02-13
F4320316203,Fondazione Cassa di Risparmio di Pesaro,IT,,,0,1,7,4.0,1,0,,F4320316203,,2023-06-09,2023-02-13
F4320316655,Sweet Water Trust,US,,,0,1,7,5.0,1,0,,F4320316655,,2023-06-09,2023-02-13
F4320317339,Indonesia Climate Change Trust Fund,ID,,,0,1,7,4.0,1,0,,F4320317339,,2023-06-09,2023-02-13
F4320317472,Tokyo Shinagawa Hospital,JP,hospital in Japan,http://www.toshiba.co.jp/hospital,0,2,7,0,2,0,,F4320317472,,2023-06-09,2023-02-13
F4320318476,Junior Seau Foundation,US,,,0,1,7,5.0,1,0,,F4320318476,,2023-06-09,2023-02-13
F4320321840,Borbos Erik Hansson Stiftelse,SE,foundation in Sweden,,0,1,7,0,1,0,,F4320321840,,2023-06-09,2023-02-13
F4320323429,Stiftung zur Förderung der Reinhold-Würth-Hochschule der Hochschule Heilbronn,DE,foundation in Germany,,4,5,7,0.6666666666666666,2,0,,F4320323429,,2023-06-09,2023-02-13
F4320325619,Dr.-Karl-Wilder-Stiftung,DE,foundation in Germany,,0,2,7,0,2,0,,F4320325619,,2023-06-09,2023-02-13
F4320326244,Agios Savvas Regional Cancer Hospital,GR,"hospital in Athens, Greece",http://www.agsavvas-hosp.gr,0,1,7,0,1,0,,F4320326244,,2023-06-09,2023-02-13
F4320327126,Zveza Ribiških Družin Primorske,SI,,,0,1,7,0,1,0,,F4320327126,,2023-06-09,2023-02-13
F4320327427,Societatea Națională de Gaze Naturale Romgaz,RO,,,0,1,7,0,1,0,,F4320327427,,2023-06-09,2023-02-13
F4320329963,UCL Cancer Institute,GB,research centre in the UK,https://www.ucl.ac.uk/cancer,0,1,7,3.0,1,0,,F4320329963,,2023-06-09,2023-02-13
F4320333553,University of Texas Medical Branch Center for Environmental Toxicology,US,,,0,3,7,2.0,2,0,,F4320333553,,2023-06-09,2023-02-13
F4320334258,"Museum of Natural Science, Louisiana State University",US,,,0,1,7,0,1,0,,F4320334258,,2023-06-09,2023-02-13
F4320307522,AJCC Research Foundation,US,,,0,1,6,0,1,0,,F4320307522,,2023-06-09,2023-02-13
F4320309235,Elizabeth McCormick Memorial Fund,US,foundation in United States of America,,1,3,6,0,1,0,,F4320309235,,2023-06-09,2023-02-13
F4320309246,Herman A. and Amelia S. Ehrmann Foundation,US,foundation in United States of America,,0,1,6,0,1,0,,F4320309246,,2023-06-09,2023-02-13
F4320310995,Fundación da Enxeñería Civil de Galicia,ES,foundation in Spain,,1,1,6,0,1,0,,F4320310995,,2023-06-09,2023-02-13
F4320311817,Fondation Andreas P. Naef pour la Chirurgie Thoracique,CH,foundation in Switzerland,,0,1,6,0,1,0,,F4320311817,,2023-06-09,2023-02-13
F4320313190,Jane Tomlinson Appeal,GB,foundation in United Kingdom,,0,4,6,0.5,1,0,,F4320313190,,2023-06-09,2023-02-13
F4320314857,Lehigh Valley Community Foundation,US,,,0,1,6,4.0,1,0,,F4320314857,,2023-06-09,2023-02-13
F4320315331,"U.S. Army Medical Department Center and School, Health Readiness Center of Excellence",US,,,2,3,6,0.5,2,0,,F4320315331,,2023-06-09,2023-02-13
F4320315790,Soyfoods Association of North America,US,,,0,1,6,0,1,0,,F4320315790,,2023-06-09,2023-02-13
F4320315860,Altius,CA,,,0,2,6,0.5,2,0,,F4320315860,,2023-06-09,2023-02-13
F4320317627,Pelvalon,US,,,0,1,6,0,1,0,,F4320317627,,2023-06-09,2023-02-13
F4320318165,Association for the Treatment of Sexual Abusers,US,non-profit organization preventing sexual abuse,https://www.atsa.com,1,3,6,1.0,2,0,,F4320318165,,2023-06-09,2023-02-13
F4320326039,Walther Blohm Stiftung,DE,,,0,1,6,0,1,0,,F4320326039,,2023-06-09,2023-02-13
F4320326560,Instituto Nacional de Ciência e Tecnologia Controle Biorracional de Insetos Pragas,BR,,,0,2,6,1.0,1,0,,F4320326560,,2023-06-09,2023-02-13
F4320327538,Zhuhai Collaborative Innovation Center of Healthy Management of Rail Transportation,CN,,,1,2,6,0,1,0,,F4320327538,,2023-06-09,2023-02-13
F4320328755,Shenzhen Metro Group,CN,,,0,1,6,4.0,1,0,,F4320328755,,2023-06-09,2023-02-13
F4320328993,Optics and Photonics Society of Singapore,SG,,,0,1,6,3.0,1,0,,F4320328993,,2023-06-09,2023-02-13
F4320330438,Solar-Terrestrial Centre of Excellence,BE,,,0,2,6,1.5,1,0,,F4320330438,,2023-06-09,2023-02-13
F4320332059,Limpopo Department of Agriculture and Rural Development,ZA,,,0,3,6,5.0,1,0,,F4320332059,,2023-06-09,2023-02-13
F4320333698,ACS Division of Biological Chemistry,US,,,0,1,6,1.0,1,0,,F4320333698,,2023-06-09,2023-02-13
F4320334533,Zentrum für Mikrobiomforschung,DE,,,0,1,6,4.0,1,0,,F4320334533,,2023-06-09,2023-02-13
F4320335538,"Leonid Nevzlin Research Center for Russian and East European Jewry, Hebrew University of Jerusalem",IL,,,0,1,6,0,1,0,,F4320335538,,2023-06-09,2023-02-13
F4320306294,Community Health Charities of Maryland,US,,,1,3,5,1.5,1,0,,F4320306294,,2023-06-09,2023-02-13
F4320306747,Stephen and Tabitha King Foundation,US,foundation in United States of America,,0,1,5,3.0,1,0,,F4320306747,,2023-06-09,2023-02-13
F4320309265,St. Anthony 1907 Foundation,US,foundation in United States of America,,0,2,5,1.0,1,0,,F4320309265,,2023-06-09,2023-02-13
F4320312035,New Zealand Feijoa Growers Association,NZ,professional society in New Zealand,,0,2,5,0.5,1,0,,F4320312035,,2023-06-09,2023-02-13
F4320312405,American Society of Mining and Reclamation,US,organization,http://www.asmr.us,1,1,5,0,1,0,,F4320312405,,2023-06-09,2023-02-13
F4320313040,Texas Kidney Foundation,US,foundation in United States of America,,0,1,5,4.0,1,0,,F4320313040,,2023-06-09,2023-02-13
F4320313181,Fundación María Josefa Recio,ES,foundation in Spain,,0,1,5,0,1,0,,F4320313181,,2023-06-09,2023-02-13
F4320313430,Catherine and Joseph Aresty Foundation,US,,,0,1,5,4.0,1,0,,F4320313430,,2023-06-09,2023-02-13
F4320313749,Taser International,US,"American developer, manufacturer, and distributor",https://global.axon.com,0,2,5,1.0,1,0,,F4320313749,,2023-06-09,2023-02-13
F4320313754,Scottish Microbiology Association,GB,,,0,1,5,0,1,0,,F4320313754,,2023-06-09,2023-02-13
F4320313965,Association of Catholic Colleges and Universities,US,organization of Catholic institutions in the United States,http://www.accunet.org,1,1,5,0,1,0,,F4320313965,,2023-06-09,2023-02-13
F4320314531,Association of Exotic Mammal Veterinarians,US,,,0,3,5,1.0,1,0,,F4320314531,,2023-06-09,2023-02-13
F4320314655,Massachusetts Medical Society and Alliance Charitable Foundation,US,,,0,2,5,4.0,1,0,,F4320314655,,2023-06-09,2023-02-13
F4320314669,Rhode Island State Council on the Arts,US,,,0,2,5,0,2,0,,F4320314669,,2023-06-09,2023-02-13
F4320315008,North Carolina Preservation Consortium,US,,,1,1,5,0,1,0,,F4320315008,,2023-06-09,2023-02-13
F4320315042,Arnold and Anita Silber Family Foundation,CA,,,0,1,5,2.0,1,0,,F4320315042,,2023-06-09,2023-02-13
F4320315160,International Union of Soil Scientists,AT,,,1,1,5,3.0,1,0,,F4320315160,,2023-06-09,2023-02-13
F4320315393,Irish Association for Cancer Research,IE,,,1,1,5,2.0,1,0,,F4320315393,,2023-06-09,2023-02-13
F4320315567,Kayamori Foundation of Informational Science,JP,,,1,8,5,0.75,1,0,,F4320315567,,2023-06-09,2023-02-13
F4320315925,Quahog Bay Conservancy,US,,,0,1,5,0,1,0,,F4320315925,,2023-06-09,2023-02-13
F4320315935,APDT Foundation,US,,,0,1,5,1.0,1,0,,F4320315935,,2023-06-09,2023-02-13
F4320316102,"Nanomaterials Microdevices Research Center, Osaka Institute of Technology",JP,,,1,3,5,1.0,1,0,,F4320316102,,2023-06-09,2023-02-13
F4320316362,Research Institute of Mongolian Medicine of Inner Mongolia Autonomous Region,CN,,,4,5,5,0.6,1,0,,F4320316362,,2023-06-09,2023-02-13
F4320317466,Qmed,US,,,0,1,5,2.0,1,0,,F4320317466,,2023-06-09,2023-02-13
F4320317848,David Center for the American Revolution,US,,,0,1,5,0,1,0,,F4320317848,,2023-06-09,2023-02-13
F4320318773,Instituto Nacional de Ciência e Tecnologia em Tuberculose,BR,,,4,3,5,0,1,0,,F4320318773,,2023-06-09,2023-02-13
F4320326067,"Presidente della Regione, Regione Siciliana",IT,,,1,1,5,0,1,0,,F4320326067,,2023-06-09,2023-02-13
F4320326463,Swiss Barcode Of Life,CH,,,1,1,5,4.0,1,0,,F4320326463,,2023-06-09,2023-02-13
F4320328013,Fundação Uniselva,BR,,,0,2,5,2.0,2,0,,F4320328013,,2023-06-09,2023-02-13
F4320330683,National Association of Women in Construction,AU,,,0,1,5,4.0,1,0,,F4320330683,,2023-06-09,2023-02-13
F4320333088,"Lumpkin College of Business and Applied Sciences, Eastern Illinois University",US,academic institution in United States of America,,1,1,5,4.0,1,0,,F4320333088,,2023-06-09,2023-02-13
F4320334066,Arm and Hammer Animal Nutrition,US,,,0,1,5,0,1,0,,F4320334066,,2023-06-09,2023-02-13
F4320334336,"HjärtLung Uppsala, Länsföreningen",SE,,,4,5,5,0,1,0,,F4320334336,,2023-06-09,2023-02-13
F4320335959,Mundipharma (China) Pharmaceutical,CN,,,0,2,5,1.0,2,0,,F4320335959,,2023-06-09,2023-02-13
F4320338504,Nathan A. Womack Surgical Society,US,,,0,1,5,2.0,1,0,,F4320338504,,2023-06-09,2023-02-13
F4320309817,Stiftelsen Carl o Thecla Lambergs Fond,SE,foundation in Sweden,,1,1,4,0,1,0,,F4320309817,,2023-06-09,2023-02-13
F4320312846,Society of Obstetric Medicine of Australia and New Zealand,AU,professional society in Australia,,1,1,4,0,1,0,,F4320312846,,2023-06-09,2023-02-13
F4320313522,Gordon and Rose McAlpine Foundation for Neuroscience Research,US,,,0,2,4,0,1,0,,F4320313522,,2023-06-09,2023-02-13
F4320313658,New Mexico Health Enhancement and Marathon Clinics Research Foundation,US,,,2,5,4,0,1,0,,F4320313658,,2023-06-09,2023-02-13
F4320314169,Institute for Health Care Improvement,US,scientific article published on 01 June 2000,,2,3,4,0.6666666666666666,1,0,,F4320314169,,2023-06-09,2023-02-13
F4320314762,Institute for Challenging Disorganization,US,,,0,1,4,2.0,1,0,,F4320314762,,2023-06-09,2023-02-13
F4320314838,Kendrick Foundation,US,,,0,2,4,1.0,1,0,,F4320314838,,2023-06-09,2023-02-13
F4320315276,Australian Physiological Society,AU,,http://aups.org.au,0,1,4,3.0,1,0,,F4320315276,,2023-06-09,2023-02-13
F4320315534,Arbeiterkammer Oberösterreich,AT,,https://ooe.arbeiterkammer.at,1,2,4,0.5,1,0,,F4320315534,,2023-06-09,2023-02-13
F4320315698,Friends of the Royal Saskatchewan Museum,CA,,,0,1,4,1.0,1,0,,F4320315698,,2023-06-09,2023-02-13
F4320315848,BASO ~ The Association for Cancer Surgery,GB,organisation for specialists and academics who are concerned with surgical treatments for malignant cancers,https://baso.org.uk,0,3,4,1.5,1,0,,F4320315848,,2023-06-09,2023-02-13
F4320316430,CellSeed,JP,,http://www.cellseed.com,0,2,4,0,2,0,,F4320316430,,2023-06-09,2023-02-13
F4320316741,War Related Illness and Injury Study Center,US,,,3,2,4,1.0,1,0,,F4320316741,,2023-06-09,2023-02-13
F4320316970,Suruhanjaya Komunikasi dan Multimedia Malaysia,MY,Malaysian Government agency,http://www.mcmc.gov.my,3,3,4,0,2,0,,F4320316970,,2023-06-09,2023-02-13
F4320317586,Fundación Egidio Feruglio,AR,,,0,1,4,3.0,1,0,,F4320317586,,2023-06-09,2023-02-13
F4320317753,Cullen Trust for Health Care,US,,,0,3,4,0,1,0,,F4320317753,,2023-06-09,2023-02-13
F4320317757,American Association of Feline Practitioners,US,,,0,1,4,0,1,0,,F4320317757,,2023-06-09,2023-02-13
F4320319012,Fundació Oncolliga Girona,ES,,,0,1,4,0,1,0,,F4320319012,,2023-06-09,2023-02-13
F4320319590,Laurie Landeau Foundation,US,,,0,1,4,0,1,0,,F4320319590,,2023-06-09,2023-02-13
F4320321731,Aalborg Samarbejdet,DK,,,0,2,4,0,1,0,,F4320321731,,2023-06-09,2023-02-13
F4320325118,Christina Bergmann Stiftung,DE,foundation in Germany,,0,1,4,0,1,0,,F4320325118,,2023-06-09,2023-02-13
F4320325597,Stiftelsen Nilsson-Aschans Stipendiefond,SE,foundation in Sweden,,0,1,4,0,1,0,,F4320325597,,2023-06-09,2023-02-13
F4320328445,Instituto Internacional de Sociología Jurídica de Oñati,ES,,https://www.iisj.net,3,3,4,0.5,2,0,,F4320328445,,2023-06-09,2023-02-13
F4320328730,Bureau of Forestry and Landscaping of Guangzhou Municipality,CN,,,0,1,4,0,1,0,,F4320328730,,2023-06-09,2023-02-13
F4320328900,Qinghai Provincial Key Laboratory of Crop Molecular Breeding,CN,,,3,1,4,2.0,1,0,,F4320328900,,2023-06-09,2023-02-13
F4320329405,Österreichische Gesellschaft für Knochen- und Mineralstoffwechsel,AT,,,0,1,4,2.0,1,0,,F4320329405,,2023-06-09,2023-02-13
F4320330573,Pussycat Foundation,US,,,0,1,4,3.0,1,0,,F4320330573,,2023-06-09,2023-02-13
F4320331090,Basic Scientific Foundation of Guangxi Institute of Public Welfare Scientific Research,CN,,,2,1,4,0,1,0,,F4320331090,,2023-06-09,2023-02-13
F4320331091,State Key Laboratory of Large Yellow Croaker Breeding,CN,,,2,2,4,1.0,1,0,,F4320331091,,2023-06-09,2023-02-13
F4320331120,Romanian Young Academy,RO,,https://rya.org.ro/home,0,1,4,2.0,1,0,,F4320331120,,2023-06-09,2023-02-13
F4320331309,Concert Translational Cancer Research Centre,AU,,,1,1,4,2.0,1,0,,F4320331309,,2023-06-09,2023-02-13
F4320331843,Fondazione Nadia Valsecchi,IT,,,0,1,4,0,1,0,,F4320331843,,2023-06-09,2023-02-13
F4320333381,"Nuclear Power Institute, Texas A and M University",US,,,0,3,4,0,1,0,,F4320333381,,2023-06-09,2023-02-13
F4320333775,Chevron Oronite Company,US,,,0,1,4,0,1,0,,F4320333775,,2023-06-09,2023-02-13
F4320333955,"Department of Neurology and Neurosurgery, Johns Hopkins University",US,,,1,1,4,2.0,1,0,,F4320333955,,2023-06-09,2023-02-13
F4320334203,Walter Bradley Center for Natural and Artificial Intelligence,US,,,1,2,4,0,2,0,,F4320334203,,2023-06-09,2023-02-13
F4320334269,"Center for Educational Transformation, University of Northern Iowa",US,,,2,2,4,0,1,0,,F4320334269,,2023-06-09,2023-02-13
F4320334314,"College of Liberal Arts and Human Sciences, Virginia Tech",US,,,0,2,4,3.0,1,0,,F4320334314,,2023-06-09,2023-02-13
F4320334444,"School of Medicine and Health Sciences, George Washington University",US,,,0,5,4,3.0,1,0,,F4320334444,,2023-06-09,2023-02-13
F4320334582,"McDonnell Center for Cellular and Molecular Neurobiology, Washington University in St. Louis",US,,,0,1,4,0,1,0,,F4320334582,,2023-06-09,2023-02-13
F4320335760,Centre for Bio-composite and Biomaterial Processing,CA,,,0,1,4,0,1,0,,F4320335760,,2023-06-09,2023-02-13
F4320336312,Biocontrol Engineering Laboratory of Crop Diseases and Pests of Gansu Province,CN,,,0,2,4,0,1,0,,F4320336312,,2023-06-09,2023-02-13
F4320336692,Water Information Research and Development Alliance,AU,,,0,1,4,3.0,1,0,,F4320336692,,2023-06-09,2023-02-13
F4320337048,"Office of the Vice-President for Research and Development, Hong Kong University of Science and Technology",HK,,,2,4,4,0,1,0,,F4320337048,,2023-06-09,2023-02-13
F4320337698,"Department of Anthropology, History and Social Medicine, University of California, San Francisco",US,government organization in United States of America,,0,2,4,2.0,1,0,,F4320337698,,2023-06-09,2023-02-13
F4320306560,Acacia Foundation,US,,,0,1,3,3.0,1,0,,F4320306560,,2023-06-09,2023-02-13
F4320307410,Patton Charitable Foundation,US,foundation in United States of America,,0,2,3,0,1,0,,F4320307410,,2023-06-09,2023-02-13
F4320309283,Junior League For Pleasantville Cottage School,US,nonprofit organization in United States of America,,0,1,3,0,1,0,,F4320309283,,2023-06-09,2023-02-13
F4320311844,Bolu Bağışçılar Vakfı,TR,foundation in Turkey,,1,1,3,0,1,0,,F4320311844,,2023-06-09,2023-02-13
F4320312502,Association of Physician Assistants in Oncology,US,,,0,2,3,1.0,1,0,,F4320312502,,2023-06-09,2023-02-13
F4320312547,British Society for Cardiovascular Research,GB,scientific article published on 01 September 2008,,0,1,3,0,1,0,,F4320312547,,2023-06-09,2023-02-13
F4320313277,Society for the History of Natural History,GB,British learned society,http://shnh.org.uk,1,2,3,0,1,0,,F4320313277,,2023-06-09,2023-02-13
F4320313628,Heritage New Zealand Pouhere Taonga,NZ,Crown entity of New Zealand,https://www.historic.org.nz,1,1,3,2.0,1,0,,F4320313628,,2023-06-09,2023-02-13
F4320313741,Patchett Foundation,US,,,1,1,3,0,1,0,,F4320313741,,2023-06-09,2023-02-13
F4320314060,Canadian Association of College and University Student Services,CA,,,1,1,3,0,1,0,,F4320314060,,2023-06-09,2023-02-13
F4320314671,Society for the Study of the Indigenous Languages of the Americas,US,,http://ssila.org,1,1,3,0,1,0,,F4320314671,,2023-06-09,2023-02-13
F4320314740,Mat-Su Health Foundation,US,,,1,2,3,1.0,1,0,,F4320314740,,2023-06-09,2023-02-13
F4320315004,South Dakota Arts Council,US,state government agency for arts information and grants,http://artscouncil.sd.gov,1,2,3,0,1,0,,F4320315004,,2023-06-09,2023-02-13
F4320315368,Herberger Institute for Design and the Arts,US,Part of Arizona State University,https://herbergerinstitute.asu.edu,0,2,3,0,1,0,,F4320315368,,2023-06-09,2023-02-13
F4320315506,Idaho Community Foundation,US,,,0,1,3,0,1,0,,F4320315506,,2023-06-09,2023-02-13
F4320315624,Wise Earth,AU,,,0,1,3,1.0,1,0,,F4320315624,,2023-06-09,2023-02-13
F4320316377,International Association of Heat and Frost Insulators and Allied Workers,US,,http://www.insulators.org,0,1,3,0,1,0,,F4320316377,,2023-06-09,2023-02-13
F4320317214,Midwest Regional Turf Foundation,US,,,0,2,3,0,1,0,,F4320317214,,2023-06-09,2023-02-13
F4320317340,Nuclear Regulatory Agency,BG,state institution of Bulgaria,https://bnra.bg,1,1,3,2.0,1,0,,F4320317340,,2023-06-09,2023-02-13
F4320319055,Cerveau Technologies,US,,,0,2,3,0,1,0,,F4320319055,,2023-06-09,2023-02-13
F4320319466,Sherwood Foundation,US,,,1,2,3,0,1,0,,F4320319466,,2023-06-09,2023-02-13
F4320319496,Indiana University Foundation,US,,,1,2,3,0,1,0,,F4320319496,,2023-06-09,2023-02-13
F4320319505,Hubbard Broadcasting Foundation,US,,,0,1,3,1.0,1,0,,F4320319505,,2023-06-09,2023-02-13
F4320325676,Nissin Sugar,JP,,https://www.nissin-sugar.co.jp,0,2,3,0,1,0,,F4320325676,,2023-06-09,2023-02-13
F4320325837,Internationale Graduiertenschule in BioNanoTechnologie,AT,,,0,1,3,0,1,0,,F4320325837,,2023-06-09,2023-02-13
F4320327817,FP Pharmaceutical Corporation,JP,,,1,2,3,2.0,1,0,,F4320327817,,2023-06-09,2023-02-13
F4320328204,Yoba for Life Foundation,NL,,,0,1,3,2.0,1,0,,F4320328204,,2023-06-09,2023-02-13
F4320328221,Ajuntament de Badalona,ES,local government in Spain,http://badalona.cat,1,1,3,1.0,1,0,,F4320328221,,2023-06-09,2023-02-13
F4320329280,Prokhorov General Physics Institute of the Russian Academy of Sciences,RU,,,0,1,3,0,1,0,,F4320329280,,2023-06-09,2023-02-13
F4320329512,Changbai Mountain Academy of Sciences,CN,,,1,1,3,1.0,1,0,,F4320329512,,2023-06-09,2023-02-13
F4320329672,"Latvijas Tirgotāju Savienība, SIA",LV,,,0,1,3,0,1,0,,F4320329672,,2023-06-09,2023-02-13
F4320330218,National Wine and Grape Industry Centre,AU,,,0,2,3,0,1,0,,F4320330218,,2023-06-09,2023-02-13
F4320330477,Key Laboratory of Coast Ocean Resources Development and Environment Security,CN,,,2,2,3,0,1,0,,F4320330477,,2023-06-09,2023-02-13
F4320330957,Angela Wright Bennett Foundation,AU,,,0,3,3,1.0,1,0,,F4320330957,,2023-06-09,2023-02-13
F4320331301,Hunter Family Foundation,CA,,,0,1,3,0,1,0,,F4320331301,,2023-06-09,2023-02-13
F4320331378,Delta-NTU Corporate Laboratory for Cyber-Physical Systems,SG,,,0,1,3,1.0,1,0,,F4320331378,,2023-06-09,2023-02-13
F4320331748,Breast Cancer Ireland,IE,,,1,1,3,1.0,1,0,,F4320331748,,2023-06-09,2023-02-13
F4320331920,Westpac Foundation,AU,,,0,1,3,0,1,0,,F4320331920,,2023-06-09,2023-02-13
F4320331950,Pokhara University Research Center,NP,,,2,4,3,0.5,1,0,,F4320331950,,2023-06-09,2023-02-13
F4320332960,"Sports Health and Performance Institute, Ohio State University",US,government organization in United States of America,,0,2,3,0,1,0,,F4320332960,,2023-06-09,2023-02-13
F4320333723,ACS Division of Environmental Chemistry,US,,,1,1,3,0,1,0,,F4320333723,,2023-06-09,2023-02-13
F4320333792,"Research Services Council, University of Nebraska Kearney",US,,,1,1,3,0,1,0,,F4320333792,,2023-06-09,2023-02-13
F4320336047,"R C Bose Centre for Cryptology and Security, Indian Statistical Institute",IN,,,0,1,3,0,1,0,,F4320336047,,2023-06-09,2023-02-13
F4320336090,Institute of Quality and Knowledge Advancement,MY,,,1,2,3,1.0,1,0,,F4320336090,,2023-06-09,2023-02-13
F4320336764,"Faculty of Communication and Design, Ryerson University",CA,,,0,1,3,2.0,1,0,,F4320336764,,2023-06-09,2023-02-13
F4320337892,"Southeastern SunGrant Center, Institute of Agriculture, University of Tennessee",US,,,0,1,3,3.0,1,0,,F4320337892,,2023-06-09,2023-02-13
F4320338105,Canadian Institute for Telecommunications Research,CA,,,0,1,3,0,1,0,,F4320338105,,2023-06-09,2023-02-13
F4320310470,Global Photonic Energy Corporation,US,,,1,1,2,0,1,0,,F4320310470,,2023-06-09,2023-02-13
