id,ror,name,type,homepage_url,repos,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,country_code,country,region,city,latitude,longitude,associated_institutions,institution_role,funder_role,publisher_role,x_concepts,works_api_url,updated_date,created_date 
I4210144345,https://ror.org/045t90p09,Tokiwakai Gakuen University,education,https://www.sftokiwakai.ac.jp/,,1,33,0,1,1,JP,Japan,,Osaka,34.616306,135.56134,,I4210144345,,,"C1862650,C15744967,C19165224,C33923547,C36289849,C41008148,C42407357,C71924100,C86803240,C99508421,C103486182,C118552586,C126322002,C136886441,C144024400,C151800584,C169760540,C2777515770",https://api.openalex.org/works?filter=institutions.id:I4210144345,2023-06-08,2022-02-02
I4210148551,https://ror.org/058zx7d32,TESco Associates (United States),company,https://www.tescoassociates.com/,,3,33,0,2,2,US,United States,Massachusetts,Tyngsboro,42.68664,-71.45101,,I4210148551,,,"C71924100,C141071460,C126838900,C86803240,C41008148,C54355233,C55493867,C77088390,C89429830,C95444343,C105702510,C118552586,C121332964,C123012128,C126322002,C127413603,C136229726,C142724271,C144133560,C159985019,C164705383,C171250308,C178790620,C185544564,C185592680",https://api.openalex.org/works?filter=institutions.id:I4210148551,2023-06-08,2022-02-02
I4210166573,https://ror.org/05kx6e976,Efficacy Institute,nonprofit,http://www.efficacy.org/,,2,33,0,2,1,US,United States,Massachusetts,Waltham,42.372074,-71.24472,,I4210166573,,,"C15744967,C71924100,C77805123,C138496976,C542102704,C2779547902,C2779918689,C86803240,C105795698,C107038049,C114614502,C118552586,C118615104,C121332964,C126322002,C2781115785,C138885662,C142362112,C142724271,C156103551,C169760540,C180747234,C202444582,C2781256819,C548259974",https://api.openalex.org/works?filter=institutions.id:I4210166573,2023-06-08,2022-02-02
I4210110569,https://ror.org/01rh2am22,Pericle Communications (United States),company,https://www.pericle.com/,,6,32,0,2,1,US,United States,Colorado,Colorado Springs,38.937122,-104.81612,,I4210110569,,,"C31258907,C127413603,C41008148,C76155785,C119599485,C127162648,C24326235,C111919701,C105795698,C33923547,C79403827,C555944384,C11413529,C507880516,C81978471,C57273362,C32022120,C47696715,C68649174,C158379750,C38652104,C56296756,C56685638,C62520636,C74645175",https://api.openalex.org/works?filter=institutions.id:I4210110569,2023-06-08,2022-02-02
I4210122173,https://ror.org/020ek1893,Salsnes Filter (Norway),company,https://www.salsnes-filter.no/,,2,32,0,2,1,NO,Norway,,Namsos,64.469345,11.491229,,I4210122173,,,"C86803240,C57442070,C87717796,C33923547,C39432304,C178790620,C528095902,C185592680,C548081761,C18903297,C127413603,C58790150,C59822182,C62520636,C86922832,C94061648,C105795698,C105923489,C106131492,C107446159,C114614502,C118615104,C119599485,C121332964,C128489963",https://api.openalex.org/works?filter=institutions.id:I4210122173,2023-06-08,2022-02-02
I4210126964,https://ror.org/03cfe5t18,The Mainichi,other,https://mainichi.jp/english/,,15,32,0,3,1,JP,Japan,,Tokyo,35.99738,139.74393,,I4210126964,,,"C41008148,C17744445,C33923547,C199539241,C127413603,C86803240,C121332964,C31972630,C144024400,C154945302,C134306372,C2524010",https://api.openalex.org/works?filter=institutions.id:I4210126964,2023-06-08,2022-02-02
I4210154363,https://ror.org/04xpvpa92,Opt-E (United States),company,https://opt-e.com/,,3,32,0,1,1,US,United States,Arizona,Tucson,32.18479,-110.9197,,I4210154363,,,"C120665830,C199360897,C121332964,C62520636,C41008148,C154945302,C151730666,C15336307,C31972630,C78762247,C86803240,C33923547,C105795698,C118487528,C192562407,C2778818243,C126838900,C127413603,C127313418,C67649825,C138268822,C71924100,C142724271,C147080431,C192209626",https://api.openalex.org/works?filter=institutions.id:I4210154363,2023-06-08,2022-02-02
I2802164948,https://ror.org/043mcwe63,Lake Forest Graduate School of Management,education,http://www.lakeforestmba.edu/,,13,31,0,4,0,US,United States,Illinois,Lake Forest,42.24407,-87.89336,,I2802164948,,,"C162324750,C144133560,C17744445,C41008148,C33923547,C199539241,C15744967,C187736073,C127413603,C77805123,C144024400,C121332964,C162853370,C105795698,C86803240,C78519656,C50522688,C75630572,C56739046,C71924100,C174954385,C205649164,C2718322,C150706916,C139140526",https://api.openalex.org/works?filter=institutions.id:I2802164948,2023-06-08,2018-05-17
I4210102488,https://ror.org/01c7at224,Riverstone Senior Life Services,nonprofit,https://www.riverstonenyc.org/,,3,31,0,2,2,US,United States,New York,New York,40.83916,-73.94479,,I4210102488,,,"C1862650,C15744967,C71924100,C74909509,C126322002,C142724271,C159110408,C162324750,C2778900529,C2779134260,C2779483572,C2776867660,C86803240,C2780665704,C139719470,C27415008,C2779878486,C141071460,C118552586,C165556158,C168563851,C3019858935,C144024400,C144133560,C149923435",https://api.openalex.org/works?filter=institutions.id:I4210102488,2023-06-08,2022-02-02
I4210138137,https://ror.org/0441wpd13,Tokushima Municipal High School,education,http://www.tokushima-m-hs.ed.jp/,,11,31,0,3,1,JP,Japan,,Tokushima,34.07203,134.57936,,I4210138137,,,"C86803240,C144027150,C59822182,C185592680,C71924100,C6557445,C55493867,C121332964,C159985019,C15744967,C31903555,C192562407,C127313418",https://api.openalex.org/works?filter=institutions.id:I4210138137,2023-06-08,2022-02-02
I4210164812,https://ror.org/05cxhm587,Channel Islands Marine & Wildlife Institute,nonprofit,http://cimwi.org/,,2,31,0,2,2,US,United States,California,Santa Barbara,34.398586,-119.749855,,I4210164812,,,"C18903297,C86803240,C16005928,C22117777,C33923547,C41008148,C43617362,C62520636,C71924100,C89423630,C95457728,C99649442,C104779481,C107872376,C121332964,C125047889,C126322002,C140205800,C141071460,C142724271,C156398188,C158787203,C159985019,C164304813,C166957645",https://api.openalex.org/works?filter=institutions.id:I4210164812,2023-06-08,2022-02-02
I4210087224,https://ror.org/0046sdb63,Tosk (United States),company,http://www.tosk.com,,3,30,2.0,2,1,US,United States,California,Mountain View,37.430378,-122.100296,,I4210087224,,,"C86803240,C95444343,C104317684,C54355233,C185592680,C502942594,C55493867,C126322002,C71924100,C86339819,C141071460,C2776694085,C121608353,C2777292972,C2775905019,C2776885963,C2778271429,C2780394083,C2780827179,C12387725,C2781307694,C25602115,C46141821,C48349386,C59822182",https://api.openalex.org/works?filter=institutions.id:I4210087224,2023-06-08,2022-02-02
I4210090933,https://ror.org/00aycwa77,Fibraforte (Brazil),company,http://www.fibraforte.com.br/,,2,30,0,1,1,BR,Brazil,,São José dos Campos,-23.219444,-45.89058,,I4210090933,,,"C127413603,C191897082,C192562407,C19474535,C78519656,C159985019,C121332964,C50916996,C55022723,C62520636,C87976508,C89344249,C97355855,C117671659,C120114934,C120665830,C146868986,C146978453,C178790620,C185592680,C199104240,C201995342,C520434653,C1034443,C2780026712",https://api.openalex.org/works?filter=institutions.id:I4210090933,2023-06-08,2022-02-02
I4210132201,https://ror.org/03evgp013,Centre for Rural Legal Studies,nonprofit,http://www.crls.org.za/,,4,30,0,1,1,ZA,South Africa,,Stellenbosch,-33.931255,18.852451,,I4210132201,,,"C138885662,C162324750,C144133560,C17744445,C33923547,C118518473,C121332964,C199360897,C199539241,C111472728,C18903297,C205649164,C136264566,C95457728,C41008148,C41895202,C2779530757,C144024400,C86803240,C62520636,C166957645,C127413603,C137335462,C137403100,C137635306",https://api.openalex.org/works?filter=institutions.id:I4210132201,2023-06-08,2022-02-02
I4210093849,https://ror.org/00ja9zg03,Gematik Gesellschaft für Telematikanwendungen der Gesundheitskarte,nonprofit,https://www.gematik.de,,9,29,0,3,1,DE,Germany,,Berlin,52.522675,13.387584,,I4210093849,,,"C17744445,C138885662,C111919701,C41008148,C144133560,C142362112,C15708023,C38652104,C127413603,C199360897,C199539241,C71924100,C136764020,C41895202,C149635348,C98045186,C29456083,C104317684,C162324750,C162853370,C108827166,C54355233,C110875604,C185592680,C81860439",https://api.openalex.org/works?filter=institutions.id:I4210093849,2023-06-08,2022-02-02
I4210118869,https://ror.org/02paymf25,Veterinærmedicinsk Industriforening,company,http://test.vif.dk/,,5,29,0,2,2,DK,Denmark,,Copenhagen,55.71356,12.547884,,I4210118869,,,"C41008148,C86803240,C54355233,C127413603,C18903297,C141071460,C71924100",https://api.openalex.org/works?filter=institutions.id:I4210118869,2023-06-08,2022-02-02
I4210104832,https://ror.org/01m2ydy56,Altaba (United States),company,https://www.altaba.com/index.cfm,,1,28,0,1,1,US,United States,New York,New York,40.714848,-73.92342,,I4210104832,,,"C54355233,C55493867,C62478195,C71924100,C86803240,C88498014,C95444343,C104317684,C116569031,C126322002,C170493617,C185592680,C2777994357,C2778539099",https://api.openalex.org/works?filter=institutions.id:I4210104832,2023-06-08,2022-02-02
I4210143293,https://ror.org/04zpgzj77,South East Health Technologies Alliance,healthcare,https://www.sehta.co.uk,,2,28,0,2,1,GB,United Kingdom,,Horsham,50.931644,-0.269575,,I4210143293,,,"C86803240,C6557445,C15744967,C27081682,C42219234,C54355233,C59822182,C71924100,C74600772,C75603125,C100701293,C118552586,C126322002,C126838900,C141071460,C142724271,C144027150,C168563851,C182076605,C187212893,C203014093,C204787440,C2776042228,C2776096895,C2777014857",https://api.openalex.org/works?filter=institutions.id:I4210143293,2023-06-08,2022-02-02
I4210095641,https://ror.org/00pdjsv51,National Mississippi River Museum & Aquarium,archive,http://www.rivermuseum.com/,,2,27,0,2,1,US,United States,Iowa,Dubuque,42.49642,-90.659,,I4210095641,,,"C86803240,C90856448,C18903297,C41008148,C71924100,C99454951,C119857082,C144024400,C149923435,C150547873,C179345059,C185933670,C505870484,C2908647359,C29376679,C31972630",https://api.openalex.org/works?filter=institutions.id:I4210095641,2023-06-08,2022-02-02
I4210136141,https://ror.org/0392bhy50,DOH Zorggroep,other,https://dohnet.nl/,,3,27,3.0,2,1,NL,Netherlands,,Eindhoven,51.443462,5.441618,,I4210136141,,,"C142724271,C71924100,C185592680,C105795698,C118552586,C15744967,C126322002,C33923547,C141071460,C104709138,C199539241,C70410870,C111472728,C2779881954,C512399662,C2780182762,C2776135927,C17744445,C9893847,C2777466421,C3018348675,C1862650,C138496976,C159110408,C138885662",https://api.openalex.org/works?filter=institutions.id:I4210136141,2023-06-08,2022-02-02
I4210151193,https://ror.org/04h8bnx49,Mitchell Library,archive,https://www.glasgowlife.org.uk/libraries/venues/the-mitchell-library,,16,27,0.3333333333333333,3,1,GB,United Kingdom,,Glasgow,55.865265,-4.272175,,I4210151193,,,"C41008148,C95457728,C17744445,C15744967,C199539241,C144133560,C161191863,C144024400,C162324750",https://api.openalex.org/works?filter=institutions.id:I4210151193,2023-06-08,2022-02-02
I4210165129,https://ror.org/05wg6j504,Catholic Community Services Of Southern Arizona,nonprofit,http://www.ccs-soaz.org/,,1,27,0,1,1,US,United States,Arizona,Tucson,32.197968,-110.96798,,I4210165129,,,"C15744967,C19417346,C71924100,C144024400,C509550671",https://api.openalex.org/works?filter=institutions.id:I4210165129,2023-06-08,2022-02-02
I2802339423,https://ror.org/01xjjmp17,Museum Catharijneconvent,archive,https://www.catharijneconvent.nl,,6,26,0,1,1,NL,Netherlands,,Utrecht,52.08725,5.12411,,I2802339423,,,"C166957645,C95457728,C205649164,C142362112,C95124753,C52119013,C138885662,C27206212,C199539241,C107038049,C111472728,C17744445,C144024400,C24667770,C9299846,C66938386,C147176958,C85363599,C153349607,C154945302,C86803240,C169087156,C100609095,C554144382,C558102812",https://api.openalex.org/works?filter=institutions.id:I2802339423,2023-06-08,2018-05-17
I4210091892,https://ror.org/00d6gkv56,Universidad Tecnológica Boliviana,education,https://utb.edu.bo/,,7,26,0,2,1,BO,Bolivia,,La Paz,-16.500656,-68.1343,,I4210091892,,,"C138885662,C121332964,C39432304,C33923547,C185592680",https://api.openalex.org/works?filter=institutions.id:I4210091892,2023-06-08,2022-02-02
I4210115033,https://ror.org/0297j9z42,GeoVantage (United States),company,http://geovantage.com/,,1,26,0,1,1,US,United States,Massachusetts,Peabody,42.520565,-70.97144,,I4210115033,,,"C31258907,C31972630,C33923547,C36390408,C41008148,C47446073,C76155785,C105795698,C106131492,C112972136,C119599485,C119857082,C127413603,C146978453,C154945302,C157286648,C159985019,C162324750,C178650346,C187736073,C192562407,C204323151,C206833254,C2775924081,C2776257435",https://api.openalex.org/works?filter=institutions.id:I4210115033,2023-06-08,2022-02-02
I4210119269,https://ror.org/029gpxj36,Texas Parent to Parent,nonprofit,https://www.txp2p.org/,,3,26,0,1,1,US,United States,Texas,Austin,30.300688,-97.73519,,I4210119269,,,"C15744967,C162324750,C50522688,C17744445,C71924100,C138885662,C41008148,C199539241,C160735492,C159110408,C66882329,C71405471,C74909509,C86803240,C104317684,C111472728,C118552586,C121332964,C126322002,C127413603,C136264566,C138496976,C141071460,C142362112,C142724271",https://api.openalex.org/works?filter=institutions.id:I4210119269,2023-06-08,2022-02-02
I4210128707,https://ror.org/031kwjn35,Bozeman Urgent Care Center,healthcare,http://www.bozemanurgentcare.com/home.html,,1,26,0,1,1,US,United States,Montana,Bozeman,45.679264,-111.05097,,I4210128707,,,"C16005928,C42219234,C71924100,C86803240,C98274493,C126322002,C141071460,C142724271,C168563851,C197934379,C2778570526,C2780580376,C2780852908",https://api.openalex.org/works?filter=institutions.id:I4210128707,2023-06-08,2022-02-02
I4210131482,https://ror.org/03fevrz39,SuperOffice (Norway),company,http://www.superoffice.com/,,3,26,0,3,1,NO,Norway,,Oslo,59.920376,10.728911,,I4210131482,,,"C199360897,C2777904410,C111919701,C127413603,C41008148,C115903868,C175133352,C529173508,C56739046,C62520636,C65682993,C79974875,C86803240,C95457728,C97355855,C105795698,C110354214,C121332964,C123657996,C133162039,C135257023,C142362112,C144024400,C144133560,C145644426",https://api.openalex.org/works?filter=institutions.id:I4210131482,2023-06-08,2022-02-02
I4210155905,https://ror.org/04m128g34,ECC Kokusai College of Foreign Languages,education,https://kokusai.ecc.ac.jp/,,6,26,0.5,1,1,JP,Japan,,Osaka,34.70685,135.50354,,I4210155905,,,"C15744967,C205649164,C86803240,C95457728,C33923547,C162324750,C18903297,C111368507,C62520636,C118552586,C121332964,C71924100,C127313418,C77805123,C138496976,C17744445,C144024400",https://api.openalex.org/works?filter=institutions.id:I4210155905,2023-06-08,2022-02-02
I4210157316,https://ror.org/04ja13179,AQLANE Medical (Netherlands),company,http://urolon.com/aqlane-medical/,,1,26,0,1,1,NL,Netherlands,,Utrecht,52.08357,5.178204,,I4210157316,,,"C15744967,C42219234,C42360764,C46141821,C62520636,C71924100,C86803240,C97355855,C121332964,C127172972,C127413603,C136229726,C141071460,C159985019,C169760540,C178790620,C185592680,C191897082,C192562407,C521977710,C2778223994,C2778958987,C2778994108,C2779868350,C2780149897",https://api.openalex.org/works?filter=institutions.id:I4210157316,2023-06-08,2022-02-02
I4210166338,https://ror.org/05t7k1t84,Community Media Association,nonprofit,https://www.commedia.org.uk/,,2,26,0,1,1,GB,United Kingdom,,Sheffield,53.377956,-1.465181,,I4210166338,,,"C162324750,C205649164,C166957645,C17744445,C86803240,C95457728,C199539241,C36289849,C39432304,C41895202,C49545453,C75795011,C91375879,C94625758,C127313418,C127413603,C138885662,C142362112,C144024400,C144133560,C147176958,C151730666,C153349607,C169437150,C191935318",https://api.openalex.org/works?filter=institutions.id:I4210166338,2023-06-08,2022-02-02
I1290802369,https://ror.org/02pfe8s32,Council for Economic Education,nonprofit,http://councilforeconed.org/,,12,25,0,2,2,US,United States,New York,New York,40.712597,-73.9286,,I1290802369,,,"C17744445,C144024400,C162324750,C50522688,C15744967,C19417346,C199539241,C668760,C33923547,C145420912,C538133343,C10050518,C120912362,C127413603",https://api.openalex.org/works?filter=institutions.id:I1290802369,2023-06-08,2016-06-24
I2802910230,https://ror.org/02hevb853,Nebraska Educational Telecommunications,other,http://www.netnebraska.org/,,3,25,0,2,1,US,United States,Nebraska,Lincoln,40.831043,-96.672104,,I2802910230,,,"C41008148,C86803240,C33923547,C15744967,C22088475,C49774154,C58801604,C59822182,C71924100,C77088390,C77805123,C84393581,C100207952,C105795698,C114614502,C124101348,C126255220,C126322002,C126838900,C127313418,C134018914,C134306372,C136264566,C142362112,C144024400",https://api.openalex.org/works?filter=institutions.id:I2802910230,2023-06-08,2018-05-17
I4210089440,https://ror.org/00bkhev45,Saitama Prefectural Omiya Chuo Senior High School,education,http://www.ohmiyachuo-h.spec.ed.jp/,,9,25,0,4,0,JP,Japan,,Saitama,35.919735,139.61035,,I4210089440,,,"C127313418,C86803240,C18903297,C111368507,C151730666,C205649164,C71924100,C2778902744,C166957645,C127413603,C59822182,C95457728,C2908647359,C39432304,C99454951,C142362112,C185592680,C144024400,C149923435,C54355233,C153349607,C121332964,C90856448",https://api.openalex.org/works?filter=institutions.id:I4210089440,2023-06-08,2022-02-02
I4210089475,https://ror.org/006q1m605,BlueInGreen (United States),company,https://www.blueingreen.com/,,5,25,3.5,3,1,US,United States,Arkansas,Fayetteville,36.042683,-94.16871,,I4210089475,,,"C178790620,C39432304,C185592680,C127413603,C87717796,C548081761,C86803240,C18903297,C86922832,C121332964,C94061648,C62520636,C2776266027,C2777730692,C41625074,C107872376,C38626664,C54355233,C55493867,C57442070,C59822182,C19570952,C71924100,C78761867,C168170006",https://api.openalex.org/works?filter=institutions.id:I4210089475,2023-06-08,2022-02-02
I4210090522,https://ror.org/00fky1y76,MBT Metal (Czechia),company,http://www.mbtmetal.cz/eng/,,2,25,0,1,1,CZ,Czechia,,Frýdlant nad Ostravicí,49.590862,18.36176,,I4210090522,,,"C121332964,C127413603,C185592680,C28292411,C34972735,C41008148,C42360764,C43617362,C56666940,C60044698,C62520636,C65324659,C78519656,C86803240,C91881484,C97355855,C98045186,C111919701,C116915560,C118419359,C120665830,C121745418,C127313418,C134458231,C144133560",https://api.openalex.org/works?filter=institutions.id:I4210090522,2023-06-08,2022-02-02
I4210110404,https://ror.org/01md6nx87,Samuel Bogumił Linde College of Modern Languages,education,https://www.wsjo.pl/,,10,25,0,3,1,PL,Poland,,Poznań,52.39815,16.922216,,I4210110404,,,"C138885662,C15744967,C41008148,C41895202,C162324750,C33923547,C144024400,C17744445,C199539241,C94625758,C199360897,C142362112,C95457728,C145420912",https://api.openalex.org/works?filter=institutions.id:I4210110404,2023-06-08,2022-02-02
I4210115190,https://ror.org/027yhxh89,Magzor (United States),company,http://magzor.com/,,1,25,0,1,1,US,United States,California,Westlake Village,34.15948,-118.83232,,I4210115190,,,"C10138342,C17744445,C18903297,C37977207,C49040817,C62520636,C71924100,C86803240,C97355855,C111368507,C119599485,C121332964,C127313418,C127413603,C136525101,C142724271,C144133560,C162324750,C163258240,C165801399,C171250308,C192562407,C199539241,C204787440,C2777289219",https://api.openalex.org/works?filter=institutions.id:I4210115190,2023-06-08,2022-02-02
I4210115516,https://ror.org/0209sxq95,Brightwake (United Kingdom),company,https://www.brightwake.co.uk/,,6,25,0,1,1,GB,United Kingdom,,Nottingham,53.11001,-1.236763,,I4210115516,,,"C71924100,C86803240,C155202549,C105639569,C2910001868,C199539241,C162324750,C17744445,C144133560,C177713679,C2777351106,C18547055",https://api.openalex.org/works?filter=institutions.id:I4210115516,2023-06-08,2022-02-02
I4210117618,https://ror.org/028ebs129,Sempra Praha (Czechia),company,http://www.sempra.cz/,,2,25,0,1,1,CZ,Czechia,,Prague,50.099144,14.441852,,I4210117618,,,"C185592680,C86803240,C19527891,C29172406,C33923547,C36503486,C38652104,C41008148,C41895202,C54355233,C55493867,C59822182,C71924100,C95457728,C105639569,C121332964,C126838900,C127313418,C134306372,C138885662,C141071460,C144027150,C144133560,C151730666,C155202549",https://api.openalex.org/works?filter=institutions.id:I4210117618,2023-06-08,2022-02-02
I4210161851,https://ror.org/050cc1579,"Consejería de Igualdad, Políticas Sociales y Conciliación",government,http://www.juntadeandalucia.es/organismos/igualdadypoliticassociales.html,,4,25,0,2,2,ES,Spain,,Seville,37.369568,-5.95881,I918821925,I4210161851,,,"C15708023,C17744445,C71924100,C74909509,C99454951,C126322002,C138885662,C142362112,C144024400,C149923435,C162324750,C2908647359,C119857082,C2779134260,C126451531,C127142870,C133925201,C138816342,C3020729460,C141071460,C2910001868,C142724271,C2993508850,C144133560,C2994186709",https://api.openalex.org/works?filter=institutions.id:I4210161851,2023-06-08,2022-02-02
I4210163069,https://ror.org/05g59rq62,VUES Brno (Czechia),company,http://www.vues.cz/,,2,25,0,1,1,CZ,Czechia,,Brno,49.20718,16.630577,,I4210163069,,,"C127413603,C121332964,C62520636,C41008148,C154945302,C30403606,C31972630,C33923547,C47446073,C52192207,C63981117,C67514181,C68115822,C71924100,C76155785,C80962145,C93038891,C99498987,C111368507,C111919701,C114614502,C114793014,C115961682,C119599485,C120665830",https://api.openalex.org/works?filter=institutions.id:I4210163069,2023-06-08,2022-02-02
I2800245428,https://ror.org/05w7zhb08,County of Los Angeles Public Library,archive,http://www.colapublib.org/,,9,24,0,2,1,US,United States,California,Downey,33.928146,-118.161575,,I2800245428,,,"C41008148,C161191863,C17744445,C144133560,C144024400,C199539241,C162324750,C71924100,C136764020,C86803240,C127413603,C15744967,C136264566,C2780378061,C19165224,C185592680,C187736073,C19417346,C203014093,C205649164,C512399662,C50522688,C54355233,C33923547,C159110408",https://api.openalex.org/works?filter=institutions.id:I2800245428,2023-06-08,2018-05-17
I4210130851,https://ror.org/02rxkjh73,Natural Products & Technologies (Brazil),company,http://www.naturalpro.com.br/,,2,24,0,1,1,BR,Brazil,,Capivari,-23.032446,-47.54212,,I4210130851,,,"C18903297,C31258907,C31903555,C41008148,C55493867,C56739046,C59822182,C71924100,C86803240,C126322002,C134018914,C144027150,C178790620,C185592680,C199360897,C556039675,C2522767166,C2776151105,C2778004101,C2778686829,C2779158651,C2780161600,C2780801425,C2781401929,C2986274086",https://api.openalex.org/works?filter=institutions.id:I4210130851,2023-06-08,2022-02-02
I4210153107,https://ror.org/04rv2he23,G's Fresh (United Kingdom),company,https://www.gs-fresh.com/,,1,24,0,1,1,GB,United Kingdom,,Ely,52.3591,0.285917,,I4210153107,,,"C6557445,C7959160,C13608154,C18903297,C24939127,C38774213,C39432304,C47737302,C53657456,C71762439,C86803240,C95457728,C111368507,C118518473,C127313418,C127413603,C151730666,C159390177,C159750122,C166957645,C182124840,C187320778,C205649164,C2779343474",https://api.openalex.org/works?filter=institutions.id:I4210153107,2023-06-08,2022-02-02
I4210160084,https://ror.org/05h3nqt19,TC Scientific (Canada),company,http://www.tcscientific.com/,,2,24,0,2,1,CA,Canada,Alberta,Edmonton,53.450737,-113.47297,,I4210160084,,,"C134018914,C71924100,C54355233,C104317684,C185592680,C86803240,C126322002,C55493867,C95444343,C95457728,C123233396,C127313418,C142724271,C149011108,C150194340,C151730666,C153911025,C161624437,C166957645,C167400880,C170493617,C184235292,C190283241,C203014093,C205649164",https://api.openalex.org/works?filter=institutions.id:I4210160084,2023-06-08,2022-02-02
I4210161861,https://ror.org/0518gvp45,Fluidtime (Austria),company,https://www.fluidtime.com/en/,,1,24,0,1,1,AT,Austria,,Vienna,48.199932,16.35006,,I4210161861,,,"C24890656,C39432304,C61441594,C62520636,C86803240,C97355855,C101991246,C103697071,C105923489,C106169591,C116915560,C120456961,C120665830,C121332964,C125287762,C127313418,C127413603,C138171918,C138777275,C147789679,C151730666,C153294291,C159985019,C171146098,C178790620",https://api.openalex.org/works?filter=institutions.id:I4210161861,2023-06-08,2022-02-02
I4210163021,https://ror.org/05y5wb377,Vanderpol's Eggs (Canada),company,http://www.vanderpolseggs.com/,,1,24,0,1,1,CA,Canada,British Columbia,Abbotsford,49.073246,-122.38202,,I4210163021,,,"C15744967,C17744445,C19417346,C24890656,C41895202,C50522688,C71924100,C84254168,C86803240,C89267518,C107038049,C111472728,C118552586,C121332964,C124952713,C138885662,C142362112,C144024400,C148934300,C150856459,C153294291,C162324750,C164913051,C169760540,C169900460",https://api.openalex.org/works?filter=institutions.id:I4210163021,2023-06-08,2022-02-02
I1317366319,https://ror.org/04kw0xk03,Canadian Co-operative Association,nonprofit,http://www.coopscanada.coop/,,8,23,0,3,0,CA,Canada,Ontario,Ottawa,45.415764,-75.69593,,I1317366319,,,"C15744967,C17744445,C199539241,C41008148,C144024400,C162324750,C19417346,C39549134,C86803240,C95457728,C154945302,C166957645,C33923547,C71924100,C205649164,C509550671,C2780198215,C144133560,C145420912,C18903297,C136764020,C37228920,C111919701,C142362112,C62520636",https://api.openalex.org/works?filter=institutions.id:I1317366319,2023-06-08,2016-06-24
I4210085994,https://ror.org/00ag1gh03,WhaleSafari,other,http://www.whalesafari.no/?lang=en,,1,23,0,1,1,NO,Norway,,Andenes,69.32477,16.118334,,I4210085994,,,"C2549261,C18903297,C55493867,C86803240,C95457728,C111368507,C127313418,C144024400,C166957645,C178790620,C185592680,C205649164,C505870484,C519069842,C2776123653,C2778063876,C2988919728",https://api.openalex.org/works?filter=institutions.id:I4210085994,2023-06-08,2022-02-02
I4210120688,https://ror.org/02gf6fa33,Research Institute for Music Theater Studies,education,http://www.fimt.uni-bayreuth.de/en/,,11,23,0.4,2,1,DE,Germany,,Thurnau,50.02377,11.39667,,I4210120688,,,"C142362112,C138885662,C17744445,C15708023,C144024400,C199539241,C95457728,C124952713,C205649164,C153349607",https://api.openalex.org/works?filter=institutions.id:I4210120688,2023-06-08,2022-02-02
I4210122061,https://ror.org/02sqc6c92,Vive Zene,nonprofit,https://www.vivezene.ba/,,3,23,0,1,1,BA,Bosnia and Herzegovina,,Tuzla,44.537308,18.673649,,I4210122061,,,"C15744967,C71924100,C166957645,C138885662,C144024400,C199539241,C17744445,C205649164,C95457728,C86803240,C118552586,C70410870,C71376074,C73484699,C77805123,C98274493,C99454951,C104513104,C107551265,C111472728,C126322002,C127313418,C127413603,C134018914,C134362201",https://api.openalex.org/works?filter=institutions.id:I4210122061,2023-06-08,2022-02-02
I4210124407,https://ror.org/037wd0n12,Farm Energy and Control Services (United Kingdom),company,http://www.farmex.co.uk/,,2,23,0,1,1,GB,United Kingdom,,Swallowfield,51.3773,-0.966074,,I4210124407,,,"C111919701,C41008148,C199360897,C144133560,C162324750,C98045186,C47737302,C48824518,C71924100,C79403827,C86803240,C90673727,C95457728,C97137747,C110593043,C111368507,C112930515,C112964050,C118518473,C127313418,C127413603,C136764020,C139719470,C162853370,C166957645",https://api.openalex.org/works?filter=institutions.id:I4210124407,2023-06-08,2022-02-02
I4210127046,https://ror.org/0326v3v26,Acide Carbonique Pur (Belgium),company,https://www.acpco2.com/,,1,23,0,1,1,BE,Belgium,,Heusden,50.981155,5.244762,,I4210127046,,,"C1276947,C1862650,C19165224,C36289849,C54355233,C61434518,C71924100,C81182388,C86803240,C90924648,C121332964,C121608353,C126322002,C126838900,C141071460,C144024400,C177713679,C526805850,C2775967933,C2778435480,C2778444009,C2778451229,C2778805947,C2779903281,C3019692148",https://api.openalex.org/works?filter=institutions.id:I4210127046,2023-06-08,2022-02-02
I4210164625,https://ror.org/05a133z08,St Albans Museums,archive,https://www.stalbansmuseums.org.uk/,,2,23,0,1,1,GB,United Kingdom,,St Albans,51.755287,-0.335914,,I4210164625,,,"C6557445,C18903297,C39432304,C86803240,C95457728,C97137747,C127313418,C159390177,C159750122,C166957645,C205649164,C2778053677",https://api.openalex.org/works?filter=institutions.id:I4210164625,2023-06-08,2022-02-02
I2800832783,https://ror.org/037rrfx42,Osaka Prefectural Board of Education,government,http://www.pref.osaka.lg.jp/kyoikusomu/english/index.html,,6,22,0,2,1,JP,Japan,,Osaka,34.68517,135.51839,I4210111617,I2800832783,,,"C95457728,C166957645,C205649164,C127313418,C17744445,C199539241,C111368507,C41008148,C195244886,C98083399,C31972630,C154945302,C2778627824,C86803240,C144133560,C162324750,C38652104,C62649853,C10138342",https://api.openalex.org/works?filter=institutions.id:I2800832783,2023-06-08,2018-05-17
